sampling_round,collector,time,date,AM_PM,temperature,wind_max,wind_avg,cloud_cover,block,G,treatment,group,flower_genus,flower_species,notes,unique_ID,sex,group_edit,group_analysis,plot,pollinator_group
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7620,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7621,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7622,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7623,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7624,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7625,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7626,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7627,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7629,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7630,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7631,,Apis mellifera,Apis,AH,Honeybee
4,SG,15:04,9/17/18,PM,32.7,2.1,1.2,50,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7632,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_7794,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_7795,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_7796,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_7797,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,wood blue aster,,,GLBRC_p_7798,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,wood blue aster,,,GLBRC_p_7799,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,wood blue aster,,,GLBRC_p_7800,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,wood blue aster,,,GLBRC_p_7801,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7803,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7804,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7805,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,aster sp2,,,GLBRC_p_7806,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7810,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7811,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7812,,Apis mellifera,Apis,AH,Honeybee
4,SG,10:47,9/17/18,AM,25.9,2.9,1.7,5,1,8,poplar,Apis mellifera,Symphotrichum,novae-angliae,,GLBRC_p_7813,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8088,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8089,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8090,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8091,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8092,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8093,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8094,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8095,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8096,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8097,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8098,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8099,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8100,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8101,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8102,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8103,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8104,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8105,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8106,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8107,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8108,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8109,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8110,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8111,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8112,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8113,,Apis mellifera,Apis,AH,Honeybee
3,SG,10:31,9/2/18,AM,25.5,9,2.6,90,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8114,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8335,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8336,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8337,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8338,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8339,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8340,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8341,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8342,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8343,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8344,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8345,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8346,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8347,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8348,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8349,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8350,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8351,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8352,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8353,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8354,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8355,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8356,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8357,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8358,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8359,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8360,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8361,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8362,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8363,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8364,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8365,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8366,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8367,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8368,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8369,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8370,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8371,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8372,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8373,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8374,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8375,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8376,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8377,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8378,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8379,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8380,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8381,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8382,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8383,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8384,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8385,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8386,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8387,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8388,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8389,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8390,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8391,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8392,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8393,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8394,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8395,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8396,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8397,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8398,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8399,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8400,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8401,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8402,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8403,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8404,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8405,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8406,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8407,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8408,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8409,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8410,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8411,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8412,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8413,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8414,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8415,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8416,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8417,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8418,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8419,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8420,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8421,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8422,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8423,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8424,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8425,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8426,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8427,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8428,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8429,,Apis mellifera,Apis,AH,Honeybee
3,SG,13:59,9/2/18,PM,29.4,9.2,4.1,80,1,8,poplar,Apis mellifera,Solidago,canadensis,,GLBRC_p_8430,,Apis mellifera,Apis,AH,Honeybee
